// Melia
// Database file
//---------------------------------------------------------------------------

[
{ itemLevel: 1, addPrice: 75, removePrice: 150 },
{ itemLevel: 449, addPrice: 833600, removePrice: 1667200 },
{ itemLevel: 450, addPrice: 845200, removePrice: 1690400 },
{ itemLevel: 451, addPrice: 857000, removePrice: 1714000 },
{ itemLevel: 452, addPrice: 869000, removePrice: 1738000 },
{ itemLevel: 453, addPrice: 881200, removePrice: 1762400 },
{ itemLevel: 454, addPrice: 893400, removePrice: 1786800 },
{ itemLevel: 455, addPrice: 905800, removePrice: 1811600 },
{ itemLevel: 456, addPrice: 918200, removePrice: 1836400 },
{ itemLevel: 457, addPrice: 930800, removePrice: 1861600 },
{ itemLevel: 458, addPrice: 943600, removePrice: 1887200 },
{ itemLevel: 459, addPrice: 956400, removePrice: 1912800 },
{ itemLevel: 460, addPrice: 969400, removePrice: 1938800 },
{ itemLevel: 461, addPrice: 982600, removePrice: 1965200 },
{ itemLevel: 462, addPrice: 995800, removePrice: 1991600 },
{ itemLevel: 463, addPrice: 1009200, removePrice: 2018400 },
{ itemLevel: 464, addPrice: 1022200, removePrice: 2044400 },
{ itemLevel: 465, addPrice: 1035800, removePrice: 2071600 },
{ itemLevel: 466, addPrice: 1049600, removePrice: 2099200 },
{ itemLevel: 467, addPrice: 1063400, removePrice: 2126800 },
{ itemLevel: 468, addPrice: 1077400, removePrice: 2154800 },
{ itemLevel: 469, addPrice: 1091400, removePrice: 2182800 },
{ itemLevel: 470, addPrice: 1070400, removePrice: 2140800 },
{ itemLevel: 471, addPrice: 1069200, removePrice: 2138400 },
{ itemLevel: 472, addPrice: 1068400, removePrice: 2136800 },
{ itemLevel: 473, addPrice: 1068200, removePrice: 2136400 },
{ itemLevel: 474, addPrice: 1068400, removePrice: 2136800 },
{ itemLevel: 475, addPrice: 1069000, removePrice: 2138000 },
{ itemLevel: 476, addPrice: 1070200, removePrice: 2140400 },
{ itemLevel: 477, addPrice: 1071600, removePrice: 2143200 },
{ itemLevel: 478, addPrice: 1073600, removePrice: 2147200 },
{ itemLevel: 479, addPrice: 1076000, removePrice: 2152000 },
{ itemLevel: 480, addPrice: 1078600, removePrice: 2157200 },
{ itemLevel: 481, addPrice: 1081800, removePrice: 2163600 },
{ itemLevel: 482, addPrice: 1085600, removePrice: 2171200 },
{ itemLevel: 483, addPrice: 1089600, removePrice: 2179200 },
{ itemLevel: 484, addPrice: 1094000, removePrice: 2188000 },
{ itemLevel: 485, addPrice: 1099000, removePrice: 2198000 },
{ itemLevel: 486, addPrice: 1104200, removePrice: 2208400 },
{ itemLevel: 487, addPrice: 1110000, removePrice: 2220000 },
{ itemLevel: 488, addPrice: 1116000, removePrice: 2232000 },
{ itemLevel: 489, addPrice: 1122600, removePrice: 2245200 },
{ itemLevel: 490, addPrice: 1129400, removePrice: 2258800 },
{ itemLevel: 491, addPrice: 1136800, removePrice: 2273600 },
{ itemLevel: 492, addPrice: 1144000, removePrice: 2288000 },
{ itemLevel: 493, addPrice: 1152800, removePrice: 2305600 },
{ itemLevel: 494, addPrice: 1160600, removePrice: 2321200 },
{ itemLevel: 495, addPrice: 1169600, removePrice: 2339200 },
{ itemLevel: 496, addPrice: 1178800, removePrice: 2357600 },
{ itemLevel: 497, addPrice: 1188600, removePrice: 2377200 },
{ itemLevel: 498, addPrice: 1198600, removePrice: 2397200 },
{ itemLevel: 499, addPrice: 1209200, removePrice: 2418400 },
{ itemLevel: 500, addPrice: 1220000, removePrice: 2440000 },
{ itemLevel: 501, addPrice: 1231400, removePrice: 2462800 },
{ itemLevel: 502, addPrice: 1243000, removePrice: 2486000 },
{ itemLevel: 503, addPrice: 1255000, removePrice: 2510000 },
{ itemLevel: 504, addPrice: 1267400, removePrice: 2534800 },
{ itemLevel: 505, addPrice: 1280200, removePrice: 2560400 },
{ itemLevel: 506, addPrice: 1293400, removePrice: 2586800 },
{ itemLevel: 507, addPrice: 1306800, removePrice: 2613600 },
{ itemLevel: 508, addPrice: 1320800, removePrice: 2641600 },
{ itemLevel: 509, addPrice: 1335000, removePrice: 2670000 },
{ itemLevel: 510, addPrice: 1349600, removePrice: 2699200 },
{ itemLevel: 511, addPrice: 1364600, removePrice: 2729200 },
{ itemLevel: 512, addPrice: 1380000, removePrice: 2760000 },
{ itemLevel: 513, addPrice: 1395800, removePrice: 2791600 },
{ itemLevel: 514, addPrice: 1411800, removePrice: 2823600 },
{ itemLevel: 515, addPrice: 1428400, removePrice: 2856800 },
{ itemLevel: 516, addPrice: 1445200, removePrice: 2890400 },
{ itemLevel: 517, addPrice: 1462400, removePrice: 2924800 },
{ itemLevel: 518, addPrice: 1480600, removePrice: 2961200 },
{ itemLevel: 519, addPrice: 1498600, removePrice: 2997200 },
{ itemLevel: 520, addPrice: 1516000, removePrice: 3032000 },
{ itemLevel: 521, addPrice: 1535400, removePrice: 3070800 },
{ itemLevel: 522, addPrice: 1554200, removePrice: 3108400 },
{ itemLevel: 523, addPrice: 1573600, removePrice: 3147200 },
{ itemLevel: 524, addPrice: 1593200, removePrice: 3186400 },
{ itemLevel: 525, addPrice: 1613200, removePrice: 3226400 },
{ itemLevel: 526, addPrice: 1633600, removePrice: 3267200 },
{ itemLevel: 527, addPrice: 1654200, removePrice: 3308400 },
{ itemLevel: 528, addPrice: 1675200, removePrice: 3350400 },
{ itemLevel: 529, addPrice: 1696400, removePrice: 3392800 },
{ itemLevel: 530, addPrice: 1718200, removePrice: 3436400 },
{ itemLevel: 531, addPrice: 1740200, removePrice: 3480400 },
{ itemLevel: 532, addPrice: 1762600, removePrice: 3525200 },
{ itemLevel: 533, addPrice: 1785200, removePrice: 3570400 },
{ itemLevel: 534, addPrice: 1808200, removePrice: 3616400 },
{ itemLevel: 535, addPrice: 1831400, removePrice: 3662800 },
{ itemLevel: 536, addPrice: 1855200, removePrice: 3710400 },
{ itemLevel: 537, addPrice: 1879200, removePrice: 3758400 },
{ itemLevel: 538, addPrice: 1903400, removePrice: 3806800 },
{ itemLevel: 539, addPrice: 1928000, removePrice: 3856000 },
{ itemLevel: 540, addPrice: 1953000, removePrice: 3906000 },
{ itemLevel: 541, addPrice: 1978200, removePrice: 3956400 },
{ itemLevel: 542, addPrice: 2003800, removePrice: 4007600 },
{ itemLevel: 543, addPrice: 2029800, removePrice: 4059600 },
{ itemLevel: 544, addPrice: 2056000, removePrice: 4112000 },
{ itemLevel: 545, addPrice: 2082600, removePrice: 4165200 },
{ itemLevel: 546, addPrice: 2109400, removePrice: 4218800 },
{ itemLevel: 547, addPrice: 2136400, removePrice: 4272800 },
{ itemLevel: 548, addPrice: 2164000, removePrice: 4328000 },
{ itemLevel: 549, addPrice: 2191800, removePrice: 4383600 },
{ itemLevel: 550, addPrice: 2221000, removePrice: 4442000 },
{ itemLevel: 551, addPrice: 2249400, removePrice: 4498800 },
{ itemLevel: 552, addPrice: 2278000, removePrice: 4556000 },
{ itemLevel: 553, addPrice: 2307000, removePrice: 4614000 },
{ itemLevel: 554, addPrice: 2336400, removePrice: 4672800 },
{ itemLevel: 555, addPrice: 2366000, removePrice: 4732000 },
{ itemLevel: 556, addPrice: 2395800, removePrice: 4791600 },
{ itemLevel: 557, addPrice: 2426000, removePrice: 4852000 },
{ itemLevel: 558, addPrice: 2456600, removePrice: 4913200 },
{ itemLevel: 559, addPrice: 2487400, removePrice: 4974800 },
{ itemLevel: 560, addPrice: 2518400, removePrice: 5036800 },
{ itemLevel: 561, addPrice: 2549800, removePrice: 5099600 },
{ itemLevel: 562, addPrice: 2581400, removePrice: 5162800 },
{ itemLevel: 563, addPrice: 2613400, removePrice: 5226800 },
{ itemLevel: 564, addPrice: 2645600, removePrice: 5291200 },
{ itemLevel: 565, addPrice: 2678200, removePrice: 5356400 },
{ itemLevel: 566, addPrice: 2712400, removePrice: 5424800 },
{ itemLevel: 567, addPrice: 2745400, removePrice: 5490800 },
{ itemLevel: 568, addPrice: 2778800, removePrice: 5557600 },
{ itemLevel: 569, addPrice: 2812600, removePrice: 5625200 },
{ itemLevel: 570, addPrice: 2846600, removePrice: 5693200 },
{ itemLevel: 571, addPrice: 2880800, removePrice: 5761600 },
{ itemLevel: 572, addPrice: 2915200, removePrice: 5830400 },
{ itemLevel: 573, addPrice: 2950000, removePrice: 5900000 },
{ itemLevel: 574, addPrice: 2985200, removePrice: 5970400 },
{ itemLevel: 575, addPrice: 2981400, removePrice: 5962800 },
{ itemLevel: 576, addPrice: 2978800, removePrice: 5957600 },
{ itemLevel: 577, addPrice: 2977000, removePrice: 5954000 },
{ itemLevel: 578, addPrice: 2976400, removePrice: 5952800 },
{ itemLevel: 579, addPrice: 2976800, removePrice: 5953600 },
{ itemLevel: 580, addPrice: 2979800, removePrice: 5959600 },
{ itemLevel: 581, addPrice: 2982200, removePrice: 5964400 },
{ itemLevel: 582, addPrice: 2985600, removePrice: 5971200 },
{ itemLevel: 583, addPrice: 2990200, removePrice: 5980400 },
{ itemLevel: 584, addPrice: 2995800, removePrice: 5991600 },
{ itemLevel: 585, addPrice: 3002200, removePrice: 6004400 },
{ itemLevel: 586, addPrice: 3009800, removePrice: 6019600 },
{ itemLevel: 587, addPrice: 3018400, removePrice: 6036800 },
{ itemLevel: 588, addPrice: 3027800, removePrice: 6055600 },
{ itemLevel: 589, addPrice: 3038400, removePrice: 6076800 },
{ itemLevel: 590, addPrice: 3050000, removePrice: 6100000 },
{ itemLevel: 591, addPrice: 3063800, removePrice: 6127600 },
{ itemLevel: 592, addPrice: 3077400, removePrice: 6154800 },
{ itemLevel: 593, addPrice: 3091800, removePrice: 6183600 },
{ itemLevel: 594, addPrice: 3107200, removePrice: 6214400 },
{ itemLevel: 595, addPrice: 3123600, removePrice: 6247200 },
{ itemLevel: 596, addPrice: 3141000, removePrice: 6282000 },
{ itemLevel: 597, addPrice: 3159200, removePrice: 6318400 },
{ itemLevel: 598, addPrice: 3178600, removePrice: 6357200 },
{ itemLevel: 599, addPrice: 3198800, removePrice: 6397600 },
{ itemLevel: 600, addPrice: 3220000, removePrice: 6440000 },
]
